mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Control,Hacienda,Toronto Ultra,Insight,11,23,,1879,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,0.76,,,0.48,486,532,0.92,1.11,0.85,0.91
Control,Hacienda,Toronto Ultra,JoeDeceives,21,19,,2523,,Major 1,Online,LA Guerillas M8,1-3,3,L,4,,1.20,,,1.11,572,569,0.96,1.50,0.95,1.01
Hardpoint,Skyline,LA Guerillas M8,Kismet,26,32,87,3297,,Major 1,Online,Toronto Ultra,228-250,4,L,,,0.93,0.81,,,619,576,0.99,1.03,1.27,1.07
Hardpoint,Skyline,LA Guerillas M8,Lynz,30,29,58,3673,,Major 1,Online,Toronto Ultra,228-250,4,L,,,1.05,1.03,,,605,577,1.07,1.00,1.02,1.05
Hardpoint,Skyline,LA Guerillas M8,Priestahh,31,27,66,3644,,Major 1,Online,Toronto Ultra,228-250,4,L,,,1.05,1.15,,,520,538,0.99,0.83,0.96,0.97
Hardpoint,Skyline,LA Guerillas M8,Skyz,27,28,33,3177,,Major 1,Online,Toronto Ultra,228-250,4,L,,,0.99,0.96,,,514,518,0.97,0.91,1.06,0.99
Hardpoint,Skyline,Toronto Ultra,Beans,40,28,57,4306,,Major 1,Online,LA Guerillas M8,250-228,4,W,,,1.05,1.43,,,572,557,1.03,1.24,0.95,1.03
Hardpoint,Skyline,Toronto Ultra,Cleanx,33,28,47,4264,,Major 1,Online,LA Guerillas M8,250-228,4,W,,,0.98,1.18,,,638,576,1.04,1.25,1.22,1.11
Hardpoint,Skyline,Toronto Ultra,Insight,21,28,90,3230,,Major 1,Online,LA Guerillas M8,250-228,4,W,,,0.76,0.75,,,486,532,0.92,1.11,0.85,0.91
Hardpoint,Skyline,Toronto Ultra,JoeDeceives,22,31,70,3107,,Major 1,Online,LA Guerillas M8,250-228,4,W,,,1.20,0.71,,,572,569,0.96,1.50,0.95,1.01
Hardpoint,Skyline,Boston Breach,Cammy,33,32,85,3999,,Major 1,Online,Atlanta Faze,234-250,1,L,,,0.95,1.03,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Skyline,Boston Breach,Owakening,24,36,52,3434,,Major 1,Online,Atlanta Faze,234-250,1,L,,,0.73,0.67,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Skyline,Boston Breach,Purj,34,31,60,3885,,Major 1,Online,Atlanta Faze,234-250,1,L,,,0.88,1.10,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Skyline,Boston Breach,Snoopy,31,36,58,3357,,Major 1,Online,Atlanta Faze,234-250,1,L,,,0.78,0.86,,,628,595,1.12,1.14,0.84,1.06
Hardpoint,Skyline,Atlanta Faze,Abezy,24,36,43,3196,,Major 1,Online,Boston Breach,250-234,1,W,,,0.81,0.67,,,531,526,1.00,1.07,1.00,1.01
Hardpoint,Skyline,Atlanta Faze,Cellium,35,28,60,4994,,Major 1,Online,Boston Breach,250-234,1,W,,,1.50,1.25,,,532,463,1.12,1.28,1.15,1.15
Hardpoint,Skyline,Atlanta Faze,Drazah,37,31,88,4363,,Major 1,Online,Boston Breach,250-234,1,W,,,1.21,1.19,,,520,525,1.09,0.75,0.90,0.99
Hardpoint,Skyline,Atlanta Faze,Simp,39,27,83,3923,,Major 1,Online,Boston Breach,250-234,1,W,,,1.40,1.44,,,536,496,1.07,1.07,1.10,1.08
Search & Destroy,Protocol,Boston Breach,Cammy,2,6,,364,1,Major 1,Online,Atlanta Faze,1-6,2,L,7,,0.95,,0.33,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Protocol,Boston Breach,Owakening,3,6,,628,0,Major 1,Online,Atlanta Faze,1-6,2,L,7,,0.73,,0.50,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Protocol,Boston Breach,Purj,1,6,,171,0,Major 1,Online,Atlanta Faze,1-6,2,L,7,,0.88,,0.17,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Protocol,Boston Breach,Snoopy,4,6,,597,1,Major 1,Online,Atlanta Faze,1-6,2,L,7,,0.78,,0.67,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Protocol,Atlanta Faze,Abezy,4,3,,393,1,Major 1,Online,Boston Breach,6-1,2,W,7,,0.81,,1.33,,531,526,1.00,1.07,1.00,1.01
Search & Destroy,Protocol,Atlanta Faze,Cellium,7,1,,801,1,Major 1,Online,Boston Breach,6-1,2,W,7,,1.50,,7.00,,532,463,1.12,1.28,1.15,1.15
Search & Destroy,Protocol,Atlanta Faze,Drazah,8,2,,943,3,Major 1,Online,Boston Breach,6-1,2,W,7,,1.21,,4.00,,520,525,1.09,0.75,0.90,0.99
Search & Destroy,Protocol,Atlanta Faze,Simp,5,4,,713,0,Major 1,Online,Boston Breach,6-1,2,W,7,,1.40,,1.25,,536,496,1.07,1.07,1.10,1.08
Control,Protocol,Boston Breach,Cammy,18,18,,2350,,Major 1,Online,Atlanta Faze,0-3,3,L,3,,0.95,,,1.00,538,560,1.01,0.80,0.92,0.96
Control,Protocol,Boston Breach,Owakening,17,18,,2534,,Major 1,Online,Atlanta Faze,0-3,3,L,3,,0.73,,,0.94,537,553,0.98,0.91,0.98,0.97
Control,Protocol,Boston Breach,Purj,17,22,,2387,,Major 1,Online,Atlanta Faze,0-3,3,L,3,,0.88,,,0.77,596,613,1.00,1.06,0.86,0.97
Control,Protocol,Boston Breach,Snoopy,15,22,,1769,,Major 1,Online,Atlanta Faze,0-3,3,L,3,,0.78,,,0.68,628,595,1.12,1.14,0.84,1.06
Control,Protocol,Atlanta Faze,Abezy,18,18,,2578,,Major 1,Online,Boston Breach,3-0,3,W,3,,0.81,,,1.00,531,526,1.00,1.07,1.00,1.01
Control,Protocol,Atlanta Faze,Cellium,21,13,,2486,,Major 1,Online,Boston Breach,3-0,3,W,3,,1.50,,,1.62,532,463,1.12,1.28,1.15,1.15
Control,Protocol,Atlanta Faze,Drazah,19,20,,2538,,Major 1,Online,Boston Breach,3-0,3,W,3,,1.21,,,0.95,520,525,1.09,0.75,0.90,0.99
Control,Protocol,Atlanta Faze,Simp,22,16,,2459,,Major 1,Online,Boston Breach,3-0,3,W,3,,1.40,,,1.38,536,496,1.07,1.07,1.10,1.08
Hardpoint,Vault,Miami Heretics,Lucky,26,27,18,3182,,Major 1,Online,Los Angeles Thieves,150-250,1,L,,,1.04,0.96,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Vault,Miami Heretics,MettalZ,21,31,40,2771,,Major 1,Online,Los Angeles Thieves,150-250,1,L,,,0.74,0.68,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Vault,Miami Heretics,Reeal,28,27,48,3266,,Major 1,Online,Los Angeles Thieves,150-250,1,L,,,0.95,1.04,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Vault,Miami Heretics,Renkor,22,28,50,3076,,Major 1,Online,Los Angeles Thieves,150-250,1,L,,,0.93,0.79,,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Vault,Los Angeles Thieves,Envoy,26,25,106,2750,,Major 1,Online,Miami Heretics,250-150,1,W,,,0.86,1.04,,,589,590,0.99,0.97,1.02,1.00
Hardpoint,Vault,Los Angeles Thieves,Ghosty,29,25,79,3557,,Major 1,Online,Miami Heretics,250-150,1,W,,,1.23,1.16,,,578,562,1.01,0.94,1.12,1.03
Hardpoint,Vault,Los Angeles Thieves,Hydra,24,25,16,3464,,Major 1,Online,Miami Heretics,250-150,1,W,,,1.05,0.96,,,659,607,1.17,0.73,1.08,1.09
Hardpoint,Vault,Los Angeles Thieves,Scrap,34,22,55,3819,,Major 1,Online,Miami Heretics,250-150,1,W,,,1.30,1.55,,,640,565,1.08,1.41,1.15,1.13
Search & Destroy,Protocol,Miami Heretics,Lucky,9,3,,1058,2,Major 1,Online,Los Angeles Thieves,6-1,2,W,7,,1.04,,3.00,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Protocol,Miami Heretics,MettalZ,3,4,,342,1,Major 1,Online,Los Angeles Thieves,6-1,2,W,7,,0.74,,0.75,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Protocol,Miami Heretics,Reeal,10,2,,1107,1,Major 1,Online,Los Angeles Thieves,6-1,2,W,7,,0.95,,5.00,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Protocol,Miami Heretics,Renkor,3,4,,786,1,Major 1,Online,Los Angeles Thieves,6-1,2,W,7,,0.93,,0.75,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Protocol,Los Angeles Thieves,Envoy,5,6,,763,1,Major 1,Online,Miami Heretics,1-6,2,L,7,,0.86,,0.83,,589,590,0.99,0.97,1.02,1.00
Search & Destroy,Protocol,Los Angeles Thieves,Ghosty,4,7,,582,1,Major 1,Online,Miami Heretics,1-6,2,L,7,,1.23,,0.57,,578,562,1.01,0.94,1.12,1.03
Search & Destroy,Protocol,Los Angeles Thieves,Hydra,2,6,,515,0,Major 1,Online,Miami Heretics,1-6,2,L,7,,1.05,,0.33,,659,607,1.17,0.73,1.08,1.09
Search & Destroy,Protocol,Los Angeles Thieves,Scrap,2,6,,824,0,Major 1,Online,Miami Heretics,1-6,2,L,7,,1.30,,0.33,,640,565,1.08,1.41,1.15,1.13
Control,Hacienda,Miami Heretics,Lucky,18,21,,2384,,Major 1,Online,Los Angeles Thieves,1-3,3,L,4,,1.04,,,0.86,521,564,0.89,0.89,1.04,0.92
Control,Hacienda,Miami Heretics,MettalZ,19,23,,2465,,Major 1,Online,Los Angeles Thieves,1-3,3,L,4,,0.74,,,0.83,557,595,0.92,0.80,1.05,0.94
Control,Hacienda,Miami Heretics,Reeal,15,26,,2383,,Major 1,Online,Los Angeles Thieves,1-3,3,L,4,,0.95,,,0.58,591,564,1.05,1.07,1.02,1.05
Control,Hacienda,Miami Heretics,Renkor,19,25,,2344,,Major 1,Online,Los Angeles Thieves,1-3,3,L,4,,0.93,,,0.76,587,584,1.05,0.92,0.95,1.01
Control,Hacienda,Los Angeles Thieves,Envoy,20,20,,2520,,Major 1,Online,Miami Heretics,3-1,3,W,4,,0.86,,,1.00,589,590,0.99,0.97,1.02,1.00
Control,Hacienda,Los Angeles Thieves,Ghosty,29,18,,3300,,Major 1,Online,Miami Heretics,3-1,3,W,4,,1.23,,,1.61,578,562,1.01,0.94,1.12,1.03
Control,Hacienda,Los Angeles Thieves,Hydra,17,19,,2626,,Major 1,Online,Miami Heretics,3-1,3,W,4,,1.05,,,0.89,659,607,1.17,0.73,1.08,1.09
Control,Hacienda,Los Angeles Thieves,Scrap,29,14,,3453,,Major 1,Online,Miami Heretics,3-1,3,W,4,,1.30,,,2.07,640,565,1.08,1.41,1.15,1.13
Hardpoint,Hacienda,Miami Heretics,Lucky,25,20,95,2855,,Major 1,Online,Los Angeles Thieves,250-226,4,W,,,1.04,1.25,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Hacienda,Miami Heretics,MettalZ,23,28,50,3015,,Major 1,Online,Los Angeles Thieves,250-226,4,W,,,0.74,0.82,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Hacienda,Miami Heretics,Reeal,22,21,89,3132,,Major 1,Online,Los Angeles Thieves,250-226,4,W,,,0.95,1.05,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Hacienda,Miami Heretics,Renkor,33,25,98,3317,,Major 1,Online,Los Angeles Thieves,250-226,4,W,,,0.93,1.32,,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Hacienda,Los Angeles Thieves,Envoy,17,27,92,2608,,Major 1,Online,Miami Heretics,226-250,4,L,,,0.86,0.63,,,589,590,0.99,0.97,1.02,1.00
Hardpoint,Hacienda,Los Angeles Thieves,Ghosty,27,26,69,3112,,Major 1,Online,Miami Heretics,226-250,4,L,,,1.23,1.04,,,578,562,1.01,0.94,1.12,1.03
Hardpoint,Hacienda,Los Angeles Thieves,Hydra,35,25,27,3671,,Major 1,Online,Miami Heretics,226-250,4,L,,,1.05,1.40,,,659,607,1.17,0.73,1.08,1.09
Hardpoint,Hacienda,Los Angeles Thieves,Scrap,15,25,117,2709,,Major 1,Online,Miami Heretics,226-250,4,L,,,1.30,0.60,,,640,565,1.08,1.41,1.15,1.13
Search & Destroy,Hacienda,Miami Heretics,Lucky,3,7,,516,0,Major 1,Online,Los Angeles Thieves,2-6,5,L,8,,1.04,,0.43,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Hacienda,Miami Heretics,MettalZ,4,8,,708,1,Major 1,Online,Los Angeles Thieves,2-6,5,L,8,,0.74,,0.50,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Hacienda,Miami Heretics,Reeal,4,7,,587,0,Major 1,Online,Los Angeles Thieves,2-6,5,L,8,,0.95,,0.57,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Hacienda,Miami Heretics,Renkor,5,6,,814,1,Major 1,Online,Los Angeles Thieves,2-6,5,L,8,,0.93,,0.83,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Hacienda,Los Angeles Thieves,Envoy,3,5,,473,1,Major 1,Online,Miami Heretics,6-2,5,W,8,,0.86,,0.60,,589,590,0.99,0.97,1.02,1.00
Search & Destroy,Hacienda,Los Angeles Thieves,Ghosty,8,3,,1019,0,Major 1,Online,Miami Heretics,6-2,5,W,8,,1.23,,2.67,,578,562,1.01,0.94,1.12,1.03
Search & Destroy,Hacienda,Los Angeles Thieves,Hydra,7,6,,722,4,Major 1,Online,Miami Heretics,6-2,5,W,8,,1.05,,1.17,,659,607,1.17,0.73,1.08,1.09
Search & Destroy,Hacienda,Los Angeles Thieves,Scrap,10,2,,1088,1,Major 1,Online,Miami Heretics,6-2,5,W,8,,1.30,,5.00,,640,565,1.08,1.41,1.15,1.13
Hardpoint,Red Card,Carolina Royal Ravens,Gwinn,39,26,87,4573,,Major 1,Online,Vancouver Surge,250-192,1,W,,,1.40,1.50,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Red Card,Carolina Royal Ravens,Slasher,28,22,75,3569,,Major 1,Online,Vancouver Surge,250-192,1,W,,,1.04,1.27,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Red Card,Carolina Royal Ravens,TJHaly,31,28,82,3477,,Major 1,Online,Vancouver Surge,250-192,1,W,,,1.01,1.11,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Red Card,Carolina Royal Ravens,Vivid,26,28,23,3768,,Major 1,Online,Vancouver Surge,250-192,1,W,,,0.84,0.93,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Red Card,Vancouver Surge,04,28,29,29,3371,,Major 1,Online,Carolina Royal Ravens,192-250,1,L,,,1.14,0.97,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Red Card,Vancouver Surge,Abuzah,29,32,36,3770,,Major 1,Online,Carolina Royal Ravens,192-250,1,L,,,0.80,0.91,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Red Card,Vancouver Surge,Hicksy,22,32,119,2795,,Major 1,Online,Carolina Royal Ravens,192-250,1,L,,,0.95,0.69,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Red Card,Vancouver Surge,Nastie,25,31,14,3153,,Major 1,Online,Carolina Royal Ravens,192-250,1,L,,,0.90,0.81,,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Vault,Carolina Royal Ravens,Gwinn,10,7,,1141,1,Major 1,Online,Vancouver Surge,4-6,2,L,10,,1.40,,1.43,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Vault,Carolina Royal Ravens,Slasher,3,8,,670,0,Major 1,Online,Vancouver Surge,4-6,2,L,10,,1.04,,0.38,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Vault,Carolina Royal Ravens,TJHaly,6,8,,970,3,Major 1,Online,Vancouver Surge,4-6,2,L,10,,1.01,,0.75,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Vault,Carolina Royal Ravens,Vivid,4,7,,535,1,Major 1,Online,Vancouver Surge,4-6,2,L,10,,0.84,,0.57,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Vault,Vancouver Surge,04,11,6,,867,2,Major 1,Online,Carolina Royal Ravens,6-4,2,W,10,,1.14,,1.83,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Vault,Vancouver Surge,Abuzah,5,6,,791,2,Major 1,Online,Carolina Royal Ravens,6-4,2,W,10,,0.80,,0.83,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Vault,Vancouver Surge,Hicksy,7,6,,973,1,Major 1,Online,Carolina Royal Ravens,6-4,2,W,10,,0.95,,1.17,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Vault,Vancouver Surge,Nastie,7,5,,1266,0,Major 1,Online,Carolina Royal Ravens,6-4,2,W,10,,0.90,,1.40,,600,610,0.96,1.09,1.00,0.98
Control,Hacienda,Carolina Royal Ravens,Gwinn,28,16,,2920,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,1.40,,,1.75,645,533,1.28,1.08,1.13,1.21
Control,Hacienda,Carolina Royal Ravens,Slasher,15,23,,2285,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,1.04,,,0.65,552,531,1.11,1.05,0.90,1.04
Control,Hacienda,Carolina Royal Ravens,TJHaly,24,23,,2756,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,1.01,,,1.04,599,562,1.01,1.19,1.14,1.07
Control,Hacienda,Carolina Royal Ravens,Vivid,17,23,,2490,,Major 1,Online,Vancouver Surge,2-3,3,L,5,,0.84,,,0.74,530,557,1.03,0.65,0.94,0.95
Control,Hacienda,Vancouver Surge,04,23,20,,2324,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,1.14,,,1.15,659,643,1.00,1.05,1.08,1.02
Control,Hacienda,Vancouver Surge,Abuzah,18,23,,2206,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,0.80,,,0.78,607,639,0.94,0.73,1.13,0.95
Control,Hacienda,Vancouver Surge,Hicksy,23,23,,2841,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,0.95,,,1.00,573,670,0.80,1.05,0.90,0.86
Control,Hacienda,Vancouver Surge,Nastie,21,18,,3042,,Major 1,Online,Carolina Royal Ravens,3-2,3,W,5,,0.90,,,1.17,600,610,0.96,1.09,1.00,0.98
Hardpoint,Skyline,Carolina Royal Ravens,Gwinn,30,24,93,3539,,Major 1,Online,Vancouver Surge,250-218,4,W,,,1.40,1.25,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Skyline,Carolina Royal Ravens,Slasher,30,25,96,3490,,Major 1,Online,Vancouver Surge,250-218,4,W,,,1.04,1.20,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Skyline,Carolina Royal Ravens,TJHaly,32,28,72,3731,,Major 1,Online,Vancouver Surge,250-218,4,W,,,1.01,1.14,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Skyline,Carolina Royal Ravens,Vivid,27,27,18,3555,,Major 1,Online,Vancouver Surge,250-218,4,W,,,0.84,1.00,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Skyline,Vancouver Surge,04,32,30,29,3353,,Major 1,Online,Carolina Royal Ravens,218-250,4,L,,,1.14,1.07,,,659,643,1.00,1.05,1.08,1.02
Hardpoint,Skyline,Vancouver Surge,Abuzah,22,31,76,3139,,Major 1,Online,Carolina Royal Ravens,218-250,4,L,,,0.80,0.71,,,607,639,0.94,0.73,1.13,0.95
Hardpoint,Skyline,Vancouver Surge,Hicksy,28,29,75,3378,,Major 1,Online,Carolina Royal Ravens,218-250,4,L,,,0.95,0.97,,,573,670,0.80,1.05,0.90,0.86
Hardpoint,Skyline,Vancouver Surge,Nastie,22,29,61,2887,,Major 1,Online,Carolina Royal Ravens,218-250,4,L,,,0.90,0.76,,,600,610,0.96,1.09,1.00,0.98
Search & Destroy,Protocol,Carolina Royal Ravens,Gwinn,6,8,,900,0,Major 1,Online,Vancouver Surge,5-6,5,L,11,,1.40,,0.75,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Protocol,Carolina Royal Ravens,Slasher,11,6,,1573,3,Major 1,Online,Vancouver Surge,5-6,5,L,11,,1.04,,1.83,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Protocol,Carolina Royal Ravens,TJHaly,3,8,,500,0,Major 1,Online,Vancouver Surge,5-6,5,L,11,,1.01,,0.38,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Protocol,Carolina Royal Ravens,Vivid,4,8,,881,0,Major 1,Online,Vancouver Surge,5-6,5,L,11,,0.84,,0.50,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Protocol,Vancouver Surge,04,10,6,,1319,4,Major 1,Online,Carolina Royal Ravens,6-5,5,W,11,,1.14,,1.67,,659,643,1.00,1.05,1.08,1.02
Search & Destroy,Protocol,Vancouver Surge,Abuzah,4,6,,874,1,Major 1,Online,Carolina Royal Ravens,6-5,5,W,11,,0.80,,0.67,,607,639,0.94,0.73,1.13,0.95
Search & Destroy,Protocol,Vancouver Surge,Hicksy,11,6,,1455,3,Major 1,Online,Carolina Royal Ravens,6-5,5,W,11,,0.95,,1.83,,573,670,0.80,1.05,0.90,0.86
Search & Destroy,Protocol,Vancouver Surge,Nastie,5,6,,438,0,Major 1,Online,Carolina Royal Ravens,6-5,5,W,11,,0.90,,0.83,,600,610,0.96,1.09,1.00,0.98
Hardpoint,Skyline,Miami Heretics,Lucky,27,29,64,3037,,Major 1,Online,Carolina Royal Ravens,250-186,1,W,,,0.92,0.93,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Skyline,Miami Heretics,MettalZ,20,27,95,2755,,Major 1,Online,Carolina Royal Ravens,250-186,1,W,,,0.92,0.74,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Skyline,Miami Heretics,Reeal,25,22,68,3334,,Major 1,Online,Carolina Royal Ravens,250-186,1,W,,,1.11,1.14,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Skyline,Miami Heretics,Renkor,30,26,48,3455,,Major 1,Online,Carolina Royal Ravens,250-186,1,W,,,0.93,1.15,,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Skyline,Carolina Royal Ravens,Gwinn,21,25,45,2678,,Major 1,Online,Miami Heretics,186-250,1,L,,,0.85,0.84,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Skyline,Carolina Royal Ravens,Slasher,15,25,72,2342,,Major 1,Online,Miami Heretics,186-250,1,L,,,0.86,0.60,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Skyline,Carolina Royal Ravens,TJHaly,38,26,33,3611,,Major 1,Online,Miami Heretics,186-250,1,L,,,1.35,1.46,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Skyline,Carolina Royal Ravens,Vivid,30,26,53,4043,,Major 1,Online,Miami Heretics,186-250,1,L,,,1.09,1.15,,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Red Card,Miami Heretics,Lucky,9,5,,1289,0,Major 1,Online,Carolina Royal Ravens,6-3,2,W,9,,0.92,,1.80,,521,564,0.89,0.89,1.04,0.92
Search & Destroy,Red Card,Miami Heretics,MettalZ,4,7,,875,2,Major 1,Online,Carolina Royal Ravens,6-3,2,W,9,,0.92,,0.57,,557,595,0.92,0.80,1.05,0.94
Search & Destroy,Red Card,Miami Heretics,Reeal,12,6,,1391,3,Major 1,Online,Carolina Royal Ravens,6-3,2,W,9,,1.11,,2.00,,591,564,1.05,1.07,1.02,1.05
Search & Destroy,Red Card,Miami Heretics,Renkor,6,6,,1132,0,Major 1,Online,Carolina Royal Ravens,6-3,2,W,9,,0.93,,1.00,,587,584,1.05,0.92,0.95,1.01
Search & Destroy,Red Card,Carolina Royal Ravens,Gwinn,5,9,,1032,1,Major 1,Online,Miami Heretics,3-6,2,L,9,,0.85,,0.56,,645,533,1.28,1.08,1.13,1.21
Search & Destroy,Red Card,Carolina Royal Ravens,Slasher,5,6,,964,0,Major 1,Online,Miami Heretics,3-6,2,L,9,,0.86,,0.83,,552,531,1.11,1.05,0.90,1.04
Search & Destroy,Red Card,Carolina Royal Ravens,TJHaly,8,8,,1446,2,Major 1,Online,Miami Heretics,3-6,2,L,9,,1.35,,1.00,,599,562,1.01,1.19,1.14,1.07
Search & Destroy,Red Card,Carolina Royal Ravens,Vivid,6,8,,1364,1,Major 1,Online,Miami Heretics,3-6,2,L,9,,1.09,,0.75,,530,557,1.03,0.65,0.94,0.95
Control,Hacienda,Miami Heretics,Lucky,25,20,,3017,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.92,,,1.25,521,564,0.89,0.89,1.04,0.92
Control,Hacienda,Miami Heretics,MettalZ,28,21,,3032,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.92,,,1.33,557,595,0.92,0.80,1.05,0.94
Control,Hacienda,Miami Heretics,Reeal,25,24,,2901,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,1.11,,,1.04,591,564,1.05,1.07,1.02,1.05
Control,Hacienda,Miami Heretics,Renkor,19,30,,3594,,Major 1,Online,Carolina Royal Ravens,2-3,3,L,5,,0.93,,,0.63,587,584,1.05,0.92,0.95,1.01
Control,Hacienda,Carolina Royal Ravens,Gwinn,19,31,,2569,,Major 1,Online,Miami Heretics,3-2,3,W,5,,0.85,,,0.61,645,533,1.28,1.08,1.13,1.21
Control,Hacienda,Carolina Royal Ravens,Slasher,17,23,,2726,,Major 1,Online,Miami Heretics,3-2,3,W,5,,0.86,,,0.74,552,531,1.11,1.05,0.90,1.04
Control,Hacienda,Carolina Royal Ravens,TJHaly,32,19,,3383,,Major 1,Online,Miami Heretics,3-2,3,W,5,,1.35,,,1.68,599,562,1.01,1.19,1.14,1.07
Control,Hacienda,Carolina Royal Ravens,Vivid,26,24,,3205,,Major 1,Online,Miami Heretics,3-2,3,W,5,,1.09,,,1.08,530,557,1.03,0.65,0.94,0.95
Hardpoint,Hacienda,Miami Heretics,Lucky,14,24,103,2044,,Major 1,Online,Carolina Royal Ravens,174-250,4,L,,,0.92,0.58,,,521,564,0.89,0.89,1.04,0.92
Hardpoint,Hacienda,Miami Heretics,MettalZ,24,23,26,3017,,Major 1,Online,Carolina Royal Ravens,174-250,4,L,,,0.92,1.04,,,557,595,0.92,0.80,1.05,0.94
Hardpoint,Hacienda,Miami Heretics,Reeal,21,23,58,2423,,Major 1,Online,Carolina Royal Ravens,174-250,4,L,,,1.11,0.91,,,591,564,1.05,1.07,1.02,1.05
Hardpoint,Hacienda,Miami Heretics,Renkor,21,25,26,2890,,Major 1,Online,Carolina Royal Ravens,174-250,4,L,,,0.93,0.84,,,587,584,1.05,0.92,0.95,1.01
Hardpoint,Hacienda,Carolina Royal Ravens,Gwinn,28,20,147,2998,,Major 1,Online,Miami Heretics,250-174,4,W,,,0.85,1.40,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Hacienda,Carolina Royal Ravens,Slasher,19,18,77,2647,,Major 1,Online,Miami Heretics,250-174,4,W,,,0.86,1.06,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Hacienda,Carolina Royal Ravens,TJHaly,19,21,70,2654,,Major 1,Online,Miami Heretics,250-174,4,W,,,1.35,0.90,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Hacienda,Carolina Royal Ravens,Vivid,29,21,27,3517,,Major 1,Online,Miami Heretics,250-174,4,W,,,1.09,1.38,,,530,557,1.03,0.65,0.94,0.95
Search & Destroy,Vault,Miami Heretics,Lucky,6,10,,1307,1,Major 1,Online,Carolina Royal Ravens,4-6,5,L,10,,0.92,,0.60,,521,564,0.89,0.89,1.04,0.92
