mode,map,team,player,kills,deaths,hill time,damage,first blood,major  ,type,opponent,score,map number,W/L,rounds,,series k/d,hardpoint k/d,search & destroy k/d,control k/d,total kills,total deaths,all hardpoint k/d,all search & destroy k/d,all control k/d,overall k/d
Hardpoint,Protocol,Carolina Royal Ravens,Gwinn,25,22,83,2926,,Major 1,Online,Vegas Falcons,250-236,4,W,,,1.24,1.14,,,645,533,1.28,1.08,1.13,1.21
Hardpoint,Protocol,Carolina Royal Ravens,Slasher,33,23,60,3763,,Major 1,Online,Vegas Falcons,250-236,4,W,,,1.23,1.43,,,552,531,1.11,1.05,0.90,1.04
Hardpoint,Protocol,Carolina Royal Ravens,TJHaly,20,30,85,2631,,Major 1,Online,Vegas Falcons,250-236,4,W,,,0.88,0.67,,,599,562,1.01,1.19,1.14,1.07
Hardpoint,Protocol,Carolina Royal Ravens,Vivid,19,26,50,2660,,Major 1,Online,Vegas Falcons,250-236,4,W,,,0.85,0.73,,,530,557,1.03,0.65,0.94,0.95
Hardpoint,Skyline,Optic Texas,Dashy,24,24,81,3920,,Major 1,Online,Boston Breach,250-136,1,W,,,1.11,1.00,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Skyline,Optic Texas,Kenny,20,26,91,2303,,Major 1,Online,Boston Breach,250-136,1,W,,,0.75,0.77,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Skyline,Optic Texas,Pred,29,22,60,3160,,Major 1,Online,Boston Breach,250-136,1,W,,,1.11,1.32,,,165,141,1.25,0.90,1.17,1.17
Hardpoint,Skyline,Optic Texas,Shotzzy,38,18,38,3853,,Major 1,Online,Boston Breach,250-136,1,W,,,1.25,2.11,,,673,534,1.32,1.14,1.20,1.26
Hardpoint,Skyline,Boston Breach,Cammy,25,26,43,2971,,Major 1,Online,Optic Texas,136-250,1,L,,,1.11,0.96,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Skyline,Boston Breach,Owakening,30,28,31,3174,,Major 1,Online,Optic Texas,136-250,1,L,,,0.99,1.07,,,537,553,0.98,0.91,0.98,0.97
Hardpoint,Skyline,Boston Breach,Purj,15,30,34,2454,,Major 1,Online,Optic Texas,136-250,1,L,,,0.77,0.50,,,596,613,1.00,1.06,0.86,0.97
Hardpoint,Skyline,Boston Breach,Snoopy,20,27,50,2497,,Major 1,Online,Optic Texas,136-250,1,L,,,0.99,0.74,,,628,595,1.12,1.14,0.84,1.06
Search & Destroy,Rewind,Optic Texas,Dashy,8,6,,1194,1,Major 1,Online,Boston Breach,2-6,2,L,8,,1.11,,1.33,,621,557,1.12,1.21,1.07,1.11
Search & Destroy,Rewind,Optic Texas,Kenny,2,8,,528,1,Major 1,Online,Boston Breach,2-6,2,L,8,,0.75,,0.25,,546,602,0.94,0.79,0.90,0.91
Search & Destroy,Rewind,Optic Texas,Pred,3,8,,597,0,Major 1,Online,Boston Breach,2-6,2,L,8,,1.11,,0.38,,165,141,1.25,0.90,1.17,1.17
Search & Destroy,Rewind,Optic Texas,Shotzzy,9,5,,963,0,Major 1,Online,Boston Breach,2-6,2,L,8,,1.25,,1.80,,673,534,1.32,1.14,1.20,1.26
Search & Destroy,Rewind,Boston Breach,Cammy,6,5,,927,3,Major 1,Online,Optic Texas,6-2,2,W,8,,1.11,,1.20,,538,560,1.01,0.80,0.92,0.96
Search & Destroy,Rewind,Boston Breach,Owakening,5,6,,788,1,Major 1,Online,Optic Texas,6-2,2,W,8,,0.99,,0.83,,537,553,0.98,0.91,0.98,0.97
Search & Destroy,Rewind,Boston Breach,Purj,6,4,,548,0,Major 1,Online,Optic Texas,6-2,2,W,8,,0.77,,1.50,,596,613,1.00,1.06,0.86,0.97
Search & Destroy,Rewind,Boston Breach,Snoopy,10,7,,1198,2,Major 1,Online,Optic Texas,6-2,2,W,8,,0.99,,1.43,,628,595,1.12,1.14,0.84,1.06
Control,Vault,Optic Texas,Dashy,31,24,,3756,,Major 1,Online,Boston Breach,3-1,3,W,4,,1.11,,,1.29,621,557,1.12,1.21,1.07,1.11
Control,Vault,Optic Texas,Kenny,34,30,,4332,,Major 1,Online,Boston Breach,3-1,3,W,4,,0.75,,,1.13,546,602,0.94,0.79,0.90,0.91
Control,Vault,Optic Texas,Pred,19,23,,2373,,Major 1,Online,Boston Breach,3-1,3,W,4,,1.11,,,0.83,165,141,1.25,0.90,1.17,1.17
Control,Vault,Optic Texas,Shotzzy,30,28,,3808,,Major 1,Online,Boston Breach,3-1,3,W,4,,1.25,,,1.07,673,534,1.32,1.14,1.20,1.26
Control,Vault,Boston Breach,Cammy,28,28,,3475,,Major 1,Online,Optic Texas,1-3,3,L,4,,1.11,,,1.00,538,560,1.01,0.80,0.92,0.96
Control,Vault,Boston Breach,Owakening,24,26,,3475,,Major 1,Online,Optic Texas,1-3,3,L,4,,0.99,,,0.92,537,553,0.98,0.91,0.98,0.97
Control,Vault,Boston Breach,Purj,25,31,,3458,,Major 1,Online,Optic Texas,1-3,3,L,4,,0.77,,,0.81,596,613,1.00,1.06,0.86,0.97
Control,Vault,Boston Breach,Snoopy,28,29,,3298,,Major 1,Online,Optic Texas,1-3,3,L,4,,0.99,,,0.97,628,595,1.12,1.14,0.84,1.06
Hardpoint,Red Card,Optic Texas,Dashy,33,33,41,4616,,Major 1,Online,Boston Breach,185-250,4,L,,,1.11,1.00,,,621,557,1.12,1.21,1.07,1.11
Hardpoint,Red Card,Optic Texas,Kenny,20,32,90,2611,,Major 1,Online,Boston Breach,185-250,4,L,,,0.75,0.63,,,546,602,0.94,0.79,0.90,0.91
Hardpoint,Red Card,Optic Texas,Pred,35,29,41,4096,,Major 1,Online,Boston Breach,185-250,4,L,,,1.11,1.21,,,165,141,1.25,0.90,1.17,1.17
Hardpoint,Red Card,Optic Texas,Shotzzy,30,33,28,3966,,Major 1,Online,Boston Breach,185-250,4,L,,,1.25,0.91,,,673,534,1.32,1.14,1.20,1.26
Hardpoint,Red Card,Boston Breach,Cammy,35,29,59,4551,,Major 1,Online,Optic Texas,250-185,4,W,,,1.11,1.21,,,538,560,1.01,0.80,0.92,0.96
Hardpoint,Red Card,Boston Breach,Owakening,29,28,74,3765,,Major 1,Online,Optic Texas,250-185,4,W,,,0.99,1.04,,,537,553,0.98,0.91,0.98,0.97
